id	string
1120031	u,Глава Рейнджеров Орков Тимак (ур.44)\0
1120032	u,Сумасшедший Механический Голем (ур.43)\0
1120033	u,Бездушный Дикий Кабан (ур.59)\0
1120034	u,Корим (ур.70)\0
1120035	u,Эльф Реноа (ур.29)\0
1120036	u,Служитель Седжара (ур.35)\0
1120037	u,Трухлявое Дерево Репиро (ур.44)\0
1120038	u,Шакрам (ур.45)\0
1120039	u,Волшебник Исирр (ур.55)\0
1120040	u,Призрак Родника Лидия (ур.60)\0
1120041	u,Жрица Антараса Кло (ур.74)\0
1120042	u,Агент Белефа Мина (ур.30)\0
1120043	u,Тварь Икара I (ур.40)\0
1120044	u,Смотритель Земли Казненных Гильотин (ур.35)\0
1120045	u,Посланник Королевы Фей Берун (ур.50)\0
1120046	u,Отчаявшийся Беженец Лео (ур.56)\0
1120047	u,Свирепый Король Тигров (ур.65)\0
1120048	u,Длиннорогий Голконда (ур.79)\0
1120049	u,Матриарх Лангк Рашкос (ур.24)\0
1120050	u,Великий Пророк Вуку Гармаш (ур.33)\0
1120051	u,Кровавый Повелитель Гато (ур.50)\0
1120052	u,Глава Лито Талкин (ур.40)\0
1120053	u,Пророк Белефа Сефия (ур.55)\0
1120054	u,Хекатон Прайм (ур.65)\0
1120055	u,Шуриэль Пламя Гнева (ур.78)\0
1120056	u,Змеедемон Бифронс (ур.21)\0
1120057	u,Повелитель Зомби Кроул (ур.25)\0
1120058	u,Повелитель Пламени Шадар (ур.35)\0
1120059	u,Король Шаманов Селу (ур.40)\0
1120060	u,Король Тарлк (ур.48)\0
1120061	u,Единорог Паниэль (ур.54)\0
1120062	u,Гигант Марпанак (ур.60)\0
1120063	u,Ревущий Налетчик (ур.70)\0
1120064	u,Икунтай (ур.25)\0
1120065	u,Раграмэн (ур.30)\0
1120066	u,Глава Ящеров Хеллион (ур.38)\0
1120067	u,Король Тигров Карута (ур.45)\0
1120068	u,Черная Лилия (ур.55)\0
1120069	u,Стражник Статуи Гиганта Карума (ур.60)\0
1120070	u,Демон Курикупс (ур.59)\0
1120071	u,Хелена Патриарх Тасаба (ур.35)\0
1120072	u,Апепи (ур.30)\0
1120073	u,Служитель Кроноса Маму (ур.34)\0
1120074	u,Защитник Земли Панатен (ур.43)\0
1120075	u,Герольд Фафуриона Локнес (ур.70)\0
1120076	u,Пророк Фафуриона Шешарк (ур.72)\0
1120077	u,Крокиан Падиша Собекк (ур.74)\0
1120078	u,Океан Пламени Ашакиэль (ур.76)\0
1120079	u,Водный Змей Атека (ур.40)\0
1120080	u,Себек (ур.36)\0
1120081	u,Паж Фафуриона Сика (ур.40)\0
1120082	u,Проклятая Клара (ур.50)\0
1120083	u,Лорд Смерти Халлет (ур.73)\0
1120084	u,Собиратель Душ Ашерон (ур.35)\0
1120085	u,Ревущий Лорд Кастор (ур.62)\0
1120086	u,Нага Буреносец (ур.75)\0
1120087	u,Пророк Тимака Рагот (ур.57)\0
1120088	u,Дух Предателя Анраса (ур.69)\0
1120089	u,Древний Астральный Дрейк (ур.60)\0
1120090	u,Глава Ванор Кандра (ур.72)\0
1120091	u,Крыло Бездны (ур.59)\0
1120092	u,Герой Харит Тамаш (ур.55)\0
1120093	u,Последний Младший Гигант Олкут (ур.75)\0
1120094	u,Последний Младший Гигант Глаки (ур.78)\0
1120095	u,Клинок Судьбы Танатос (ур.72)\0
1120096	u,Палатанос Ужасающей Мощи (ур.75)\0
1120097	u,Королева Фалибати Темис (ур.70)\0
1120098	u,Повелитель Горгулий Тифон (ур.65)\0
1120099	u,Понтифик Тайк Арак (ур.60)\0
1120100	u,Мясник Закена Кранц (ур.55)\0
1120101	u,Железный Гигантский Тотем (ур.45)\0
1120102	u,Ведьма Келона (ур.67)\0
1120103	u,Кровавая Императрица Декарбия (ур.75)\0
1120104	u,Повелитель Зверей Бехемот (ур.70)\0
1120105	u,Главарь Партизан Талакин (ур.28)\0
1120106	u,Карнамакос (ур.50)\0
1120107	u,Лорд Смерти Ипос (ур.75)\0
1120108	u,Марилион Ведьма Лилит (ур.50)\0
1120109	u,Языческий Смотритель Церберон (ур.55)\0
1120110	u,Закарон Возмездие Анаким (ур.70)\0
1120111	u,Лорд Смерти Шакс (ур.75)\0
1120112	u,Божественный Стражник Горячих Источников Гестия (ур.78)\0
1120113	u,Герой Кетра Хекатон (ур.80)\0
1120114	u,Командир Кетра Тайр (ур.80)\0
1120115	u,Глава Кетра Бракки (ур.80)\0
1120116	u,Герой Варка Шадит (ур.80)\0
1120117	u,Командир Варка Мос (ур.80)\0
1120118	u,Глава Варка Хорус (ур.80)\0
1120119	u,Эмбер (ур.80)\0
1120120	u,Агент Демона Фальстон (ур.66)\0
1120121	u,Баракиэль (ур.70)\0
1120122	u,Айнхалдер фон Хельман (ур.71)\0
1120123	u,Гигантский Пустырный Василиск (ур.30)\0
1120124	u,Повелитель Горгулий Сирокко (ур.35)\0
1120125	u,Вожак Трусливых Крысолюдов (ур.21)\0
1120126	u,Тигровый Шершень (ур.26)\0
1120127	u,Главарь Охотников Шарук (ур.23)\0
1120128	u,Патриарх Куроборос (ур.26)\0
1120129	u,Жрец Куробороса (ур.23)\0
1120130	u,Собиратель Душ (ур.25)\0
1120131	u,Отверженный Стражник (ур.20)\0
1120132	u,Герольд Дагониэля Малекс (ур.21)\0
1120133	u,Повелитель Зомби Фаракелсус (ур.20)\0
1120134	u,Зверь Безумия (ур.20)\0
1120135	u,Герольд Икара Кайша (ур.21)\0
1120136	u,Призрак Сэра Калибуса (ур.34)\0
1120137	u,Беспокойный Злой Дух (ур.36)\0
1120138	u,Красноглазый Капитан Тракиа (ур.35)\0
1120139	u,Посланец Нурки (ур.33)\0
1120140	u,Капитан Королевской Стражи (ур.32)\0
1120141	u,Премо Прайм (ур.38)\0
1120142	u,Сусцептор Архонт (ур.45)\0
1120143	u,Глаз Белефа (ур.35)\0
1120144	u,Скайла (ур.32)\0
1120145	u,Капитан Корсаров Килон (ур.33)\0
1120146	u,Лорд Ишка (ур.60)\0
1120147	u,Главарь Придорожных Падальщиков (ур.40)\0
1120148	u,Королевский Некростраж (ур.47)\0
1120149	u,Накондас (ур.40)\0
1120150	u,Грозный Мститель Крейвен (ур.44)\0
1120151	u,Служанка Орфена (ур.48)\0
1120152	u,Королева Фей Тиминиэль (ур.61)\0
1120153	u,Предатель Уруту Фреки (ур.25)\0
1120154	u,Коллекционер Маммона Талос (ур.25)\0
1120155	u,Раскаленный Голем (ур.44)\0
1120156	u,Главарь Банды Барда (ур.55)\0
1120157	u,Орк Тимак Госмос (ур.45)\0
1120158	u,Вор Келбар (ур.44)\0
1120159	u,Злой Дух Сирион (ур.45)\0
1120160	u,Враждебный Призрак Рамдал (ур.65)\0
1120161	u,Бессмертный Спаситель Мадрил (ур.71)\0
1120162	u,Херувим Галаксия (ур.79)\0
1120163	u,Минас Анор (ур.70)\0
1120164	u,Зеркало Забвения (ур.49)\0
1120165	u,Мертвец Эрив (ур.51)\0
1120166	u,Стражник Харита Гаранки (ур.56)\0
1120167	u,Горголос (ур.64)\0
1120168	u,Последний Гигант Утенус (ур.66)\0
1120169	u,Расхититель Могил Ким (ур.52)\0
1120170	u,Призрачный Рыцарь Кабед (ур.55)\0
1120171	u,Жрец Шилен Хисилром (ур.65)\0
1120172	u,Маг Кениши (ур.53)\0
1120173	u,Тилион Первый Помощник Закена (ур.50)\0
1120174	u,Дух Воды Лиан (ур.40)\0
1120175	u,Гвиндорр (ур.40)\0
1120176	u,Дух Евы Ниниэль (ур.55)\0
1120177	u,Посланник Фафуриона Пинголпин (ур.52)\0
1120178	u,Оруженосец Фафуриона Истари (ур.45)\0
1120179	u,Босс Аката (ур.30)\0
1120180	u,Мстительный Дух Нелли (ур.39)\0
1120181	u,Грабитель Раито (ур.37)\0
1120182	u,Темный Шаман Фаранги (ур.53)\0
1120183	u,Гигантский Голем Хаоса (ур.52)\0
1120184	u,Начальник Стражи Снежной Королевы (ур.59)\0
1120185	u,Королева Шиид (ур.80)\0
1120186	u,Мастер Анаис (ур.80)\0
1120187	u,Верховный Жрец Андреас Ван Хальтер (ур.80)\0
1120188	u,Чумной Голем (ур.73)\0
1120189	u,Гигант из Горящего Камня (ур.76)\0
1120190	u,Лилит (ур.80)\0
1120191	u,Анаким (ур.80)\0
1120192	u,Ледяная Фея Сирра (ур.60)\0
1120193	u,Ледяной Император Бамбаламп (ур.74)\0
1120194	u,Белоглазый Демон (ур.78)\0
1120195	u,Дух Огня Настрон (ур.80)\0
1120196	u,Дух Воды Ашутар (ур.80)\0
1120197	u,Урука (ур.80)\0
1120198	u,Сэйлрен (ур.80)\0
1120199	u,Тайфун (ур.83)\0
1120200	u,Валдстоун (Ур.80)\0
1120201	u,Лок (Ур.83)\0
1120202	u,Энира (Ур.85)\0
1120203	u,Диус (Ур.85)\0
1120204	u,Йохан Клодекус (ур.81)\0
1120205	u,Йохан Кланикус (ур.81)\0
1120206	u,Командир Каннибалов Стакато (ур.84)\0
1120207	u,Королева Шиид (ур.84)\0
1120208	u,Гвиндорр (ур.83)\0
1120209	u,Дух Воды Лиан (ур.84)\0
1120210	u,Гигант Марпанак (lv82)\0
1120211	u,Горголос (ур.82)\0
1120212	u,Последний Гигант Утенус (ур.83)\0
1120213	u,Хекатон Прайм (ур.83)\0
1121000	u,Стюард : Подождите немного\0
1121001	u,Стюард : Верните нашей королеве ее настоящий образ...\0
1121002	u,Стюард : Времени нет. Поторопитесь.\0
1121003	u,Стюард : Неужели я задал слишком много вопросов...\0
1121004	u,Фрея : Язычники! Почувствуйте мой холод!\0
1121005	u,Внимание! Скоро ворота будут закрыты. Просим немедленно покинуть территорию замка королевы.\0
1121006	u,Вы не сможете пронести оружие с собой без особого разрешения!\0
1121007	u,Вы хотите меня обмануть? Нехорошо...\0
1121008	u,Осталось 30 мин. \0
1121009	u,Осталось 20 мин.\0
101	u,Любовное послание\0
102	u,Любовное послание (в процессе)\0
103	u,Любовное послание (завершено)\0
25701	u,Помощь страже\0
25702	u,Помощь страже (в процессе)\0
25703	u,Помощь страже (завершено)\0
15101	u,Помощь сестре\0
15102	u,Помощь сестре (в процессе)\0
15103	u,Помощь сестре (завершено)\0
26201	u,Торговля с Башней Слоновой Кости\0
26202	u,Торговля с Башней Слоновой Кости (в процессе)\0
201	u,Чего хотят женщины\0
202	u,Чего хотят женщины (В прогрессе)\0
203	u,Чего хотят женщины (завершено)\0
25801	u,Охота на волков\0
25802	u,Охота на волков (в процессе)\0
301	u,Как снять проклятие?\0
302	u,Как снять проклятие?(в процессе)\0
303	u,Как снять проклятие?(завершено)\0
26101	u,Мечта коллекционера\0
26102	u,Мечта коллекционера (в процессе)\0
26001	u,Охота на Орков\0
26002	u,Охота на Орков (в процессе)\0
26301	u,Покорение Орков\0
26302	u,Покорение Орков (в процессе)\0
10101	u,Меч Единства\0
10102	u,Меч Единства(в процессе)\0
10103	u,Меч Единства (завершено)\0
10301	u,Дух Мастера\0
10302	u,Дух Мастера (в процессе)\0
10303	u,Дух Мастера (завершено)\0
10601	u,Забытая правда\0
10602	u,Забытая правда (в процессе)\0
10603	u,Забытая правда (завершено)\0
10201	u,Странная лихорадка\0
10202	u,Странная лихорадка (в процессе)\0
10203	u,Странная лихорадка (завершено)\0
15501	u,Поиск сэра Виндавуда\0
15502	u,Поиск сэра Виндавуда (в процессе)\0
15503	u,Поиск сэра Виндавуда (завершено)\0
30601	u,Кристаллы Огня и Льда\0
30602	u,Кристаллы Огня и Льда (в процессе)\0
15401	u,Жертва морю\0
15402	u,Жертва морю (в процессе)\0
15403	u,Жертва морю (завершено)\0
17001	u,Опасное искушение\0
17002	u,Опасное искушение (в процессе)\0
17003	u,Опасное искушение (завершено)\0
17004	u,Ты узнаешь, что такое настоящий кошмар!\0
17005	u,Ах, скоро я увижу Короля Личей Икара...\0
16401	u,Кровный враг\0
16402	u,Кровный враг (в процессе)\0
16403	u,Кровный враг (завершено)\0
16404	u,Я попробую твою кровь на вкус!\0
16405	u,Договор с торговцем Кримисом заключен...\0
16101	u,Плод Древа Жизни\0
16102	u,Плод Древа Жизни (в процессе)\0
16103	u,Плод Древа Жизни (завершено)\0
31601	u,Разносчики чумы\0
31602	u,Разносчики чумы (в процессе)\0
31603	u,За что ты нас истребляешь?\0
32001	u,Предсказание будущего\0
32002	u,Предсказание будущего (в процессе)\0
31901	u,Аромат смерти\0
31902	u,Аромат смерти (в процессе)\0
16301	u,Наследие поэта\0
16302	u,Наследие поэта (в процессе)\0
16303	u,Наследие поэта (завершено)\0
16901	u,Исчадие ада\0
16902	u,Исчадие ада (в процессе)\0
16903	u,Исчадие ада (Завершено\0
10401	u,Духи Зеркал\0
10402	u,Духи Зеркал (в процессе)\0
10403	u,Духи Зеркал (завершено)\0
10501	u,Стычка с Орками\0
10502	u,Стычка с Орками (в процессе)\0
10503	u,Стычка с Орками (завершено)\0
15201	u,Ремонт храма\0
15202	u,Ремонт храма (в процессе)\0
